sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio,Ano
GPI,GPI,JUAN CASIANO,Guapí,Cauca,Regional,2.57,-77.898,AEROCIVIL,AEROCIVIL,2503.0,4.0,,164.0,"  245,000",1960-08-17,,3C,Privado,9598.0,19,19318,2014
GPI,GPI,JUAN CASIANO,Guapí,Cauca,Regional,2.57,-77.898,AEROCIVIL,AEROCIVIL,3263.0,0.0,,164.0,"  245,000",1960-08-17,,3C,Fumigación,14785.0,19,19318,2015
GPI,GPI,JUAN CASIANO,Guapí,Cauca,Regional,2.57,-77.898,AEROCIVIL,AEROCIVIL,4542.0,0.0,,164.0,"  245,000",1960-08-17,,3C,Público,29222.0,19,19318,2016
GYM,,FLAMINIO S. CAMACHO,Chía,Cundinamarca,Aeródromo,4.8125,-74.0651,AEROCIVIL,AEROCIVIL,3119.0,35.0,7000.0,8386.0,"  984,000",1987-02-02,,2B,Privado,6608.0,25,25175,2014
GYM,,FLAMINIO S. CAMACHO,Chía,Cundinamarca,Aeródromo,4.8125,-74.0651,AEROCIVIL,AEROCIVIL,4012.0,36.0,7000.0,8386.0,"  984,000",1987-02-02,,2B,Privado,8446.0,25,25175,2015
GYM,,FLAMINIO S. CAMACHO,Chía,Cundinamarca,Aeródromo,4.8125,-74.0651,AEROCIVIL,AEROCIVIL,4552.0,50.0,7000.0,8386.0,"  984,000",1987-02-02,,2B,Privado,10883.0,25,25175,2016
HTZ,HTZ,HATO COROZAL,Hato Corozal,Casanare,Aeródromo,6.1535,-71.7616,AEROCIVIL,AEROCIVIL,1180.0,3.0,12202.0,830.0,"  502,000",1967-05-05,,2C,Público,88.0,85,85125,2014
HTZ,HTZ,HATO COROZAL,Hato Corozal,Casanare,Aeródromo,6.1535,-71.7616,AEROCIVIL,AEROCIVIL,1395.0,1.0,12202.0,830.0,"  502,000",1967-05-05,,2C,Público,25.0,85,85125,2015
HTZ,HTZ,HATO COROZAL,Hato Corozal,Casanare,Aeródromo,6.1535,-71.7616,AEROCIVIL,AEROCIVIL,1833.0,1.0,12202.0,830.0,"  502,000",1967-05-05,,2C,Privado,19.0,85,85125,2016
IBE,IBE,PERALES,Ibagué,Tolima,Nacional,4.4217,-75.1336,AEROCIVIL,AEROCIVIL,3399.0,58.0,,3114.0,"  984,000",1987-02-02,,3C,Fumigación,49399.0,73,73001,2014
IBE,IBE,PERALES,Ibagué,Tolima,Nacional,4.4217,-75.1336,AEROCIVIL,AEROCIVIL,5904.0,92.0,,3114.0,"  984,000",1987-02-02,,3C,Fumigación,51603.0,73,73001,2015
IBE,IBE,PERALES,Ibagué,Tolima,Nacional,4.4217,-75.1336,AEROCIVIL,AEROCIVIL,7368.0,122.0,,3114.0,"  984,000",1987-02-02,,3C,Público,70368.0,73,73001,2016
IGO,IGO,JAIME ORTIZ BETANCUR,Chigorodó,Antioquia,Aeródromo,7.6772,-76.683,MUNICIPIO,MUNICIPIO,931.0,21.0,6400.0,170.0," 4545,000",2012-08-17,,1A,Público,217.0,5,5172,2014
IGO,IGO,JAIME ORTIZ BETANCUR,Chigorodó,Antioquia,Aeródromo,7.6772,-76.683,MUNICIPIO,MUNICIPIO,1115.0,37.0,6400.0,170.0," 4545,000",2012-08-17,,1A,Aerocivil,13.0,5,5172,2015
IGO,IGO,JAIME ORTIZ BETANCUR,Chigorodó,Antioquia,Aeródromo,7.6772,-76.683,MUNICIPIO,MUNICIPIO,1680.0,70.0,6400.0,170.0," 4545,000",2012-08-17,,1A,Público,2.0,5,5172,2016
IPI,IPI,SAN LUIS,Aldana,Nariño,Internacional,0.8619,-77.6718,AEROCIVIL,AEROCIVIL,636.0,49.0,,9740.0,"  455,000",1969-05-19,,3C,Aerocivil,4119.0,52,52022,2014
IPI,IPI,SAN LUIS,Aldana,Nariño,Internacional,0.8619,-77.6718,AEROCIVIL,AEROCIVIL,224.0,72.0,,9740.0,"  455,000",1969-05-19,,3C,Público,2165.0,52,52022,2015
IPI,IPI,SAN LUIS,Aldana,Nariño,Internacional,0.8619,-77.6718,AEROCIVIL,AEROCIVIL,0.0,84.0,,9740.0,"  455,000",1969-05-19,,3C,Privado,815.0,52,52022,2016
LJB,,EL BORREGO,La Jagua de Ibirico,Cesar,Aeródromo,9.5851,-73.4519,DRUMMOND LTD.,DRUMMOND LTD.,1647.0,31.0,,253.0," 5388,000",2014-10-28,,3C,Fumigación,1288.0,20,20400,2014
LJB,,EL BORREGO,La Jagua de Ibirico,Cesar,Aeródromo,9.5851,-73.4519,DRUMMOND LTD.,DRUMMOND LTD.,2134.0,36.0,,253.0," 5388,000",2014-10-28,,3C,Privado,1288.0,20,20400,2015
LJB,,EL BORREGO,La Jagua de Ibirico,Cesar,Aeródromo,9.5851,-73.4519,DRUMMOND LTD.,DRUMMOND LTD.,3238.0,62.0,,253.0," 5388,000",2014-10-28,,3C,Privado,1288.0,20,20400,2016
MFS,MFS,MIRAFLORES,Miraflores,Guaviare,Aeródromo,1.3377,-71.9507,MUNICIPIO,MUNICIPIO,2048.0,10.0,25000.0,730.0,"   21,000",1957-01-30,,3B,Aerocivil,7460.0,95,95200,2014
MFS,MFS,MIRAFLORES,Miraflores,Guaviare,Aeródromo,1.3377,-71.9507,MUNICIPIO,MUNICIPIO,3446.0,3.0,25000.0,730.0,"   21,000",1957-01-30,,3B,Privado,12923.0,95,95200,2015
MFS,MFS,MIRAFLORES,Miraflores,Guaviare,Aeródromo,1.3377,-71.9507,MUNICIPIO,MUNICIPIO,5720.0,0.0,25000.0,730.0,"   21,000",1957-01-30,,3B,Público,18983.0,95,95200,2016
MGN,MGN,BARACOA,Magangué,Bolívar,Aeródromo,9.2849,-74.8465,AEROCIVIL,AEROCIVIL,576.0,3.0,33112.0,195.0,"  352,000",1968-05-17,,2B,Aerocivil,388.0,13,13430,2014
MGN,MGN,BARACOA,Magangué,Bolívar,Aeródromo,9.2849,-74.8465,AEROCIVIL,AEROCIVIL,260.0,0.0,33112.0,195.0,"  352,000",1968-05-17,,2B,Público,342.0,13,13430,2015
MGN,MGN,BARACOA,Magangué,Bolívar,Aeródromo,9.2849,-74.8465,AEROCIVIL,AEROCIVIL,171.0,0.0,33112.0,195.0,"  352,000",1968-05-17,,2B,Aerocivil,131.0,13,13430,2016
MMP,MVP,SAN BERNARDO,Mompós,Bolívar,Aeródromo,9.2583,-74.4383,AEROCIVIL,AEROCIVIL,2303.0,22.0,16300.0,72.0,"  352,000",1968-05-17,,2A,Privado,1802.0,13,13468,2014
MMP,MVP,SAN BERNARDO,Mompós,Bolívar,Aeródromo,9.2583,-74.4383,AEROCIVIL,AEROCIVIL,3440.0,23.0,16300.0,72.0,"  352,000",1968-05-17,,2A,Público,2673.0,13,13468,2015
MMP,MVP,SAN BERNARDO,Mompós,Bolívar,Aeródromo,9.2583,-74.4383,AEROCIVIL,AEROCIVIL,3604.0,41.0,16300.0,72.0,"  352,000",1968-05-17,,2A,Aerocivil,4618.0,13,13468,2016
MQU,MQU,JOSE CELESTINO,San Sebastián de Mariquita,Tolima,Regional,5.2126,-74.8837,AEROCIVIL,AEROCIVIL,1478.0,40.0,,1531.0,"   51,000",1968-01-24,,2A,Público,881.0,73,73443,2014
MQU,MQU,JOSE CELESTINO,San Sebastián de Mariquita,Tolima,Regional,5.2126,-74.8837,AEROCIVIL,AEROCIVIL,611.0,0.0,,1531.0,"   51,000",1968-01-24,,2A,Privado,256.0,73,73443,2015
MQU,MQU,JOSE CELESTINO,San Sebastián de Mariquita,Tolima,Regional,5.2126,-74.8837,AEROCIVIL,AEROCIVIL,404.0,0.0,,1531.0,"   51,000",1968-01-24,,2A,Público,61.0,73,73443,2016
MTB,MTB,EL PINDO,Montelíbano,Córdoba,Regional,7.9733,-75.4413,AEROCIVIL,AEROCIVIL,1055.0,35.0,12202.0,160.0," 3107,000",1981-04-08,,2C,Aerocivil,1594.0,23,23466,2014
MTB,MTB,EL PINDO,Montelíbano,Córdoba,Regional,7.9733,-75.4413,AEROCIVIL,AEROCIVIL,581.0,40.0,12202.0,160.0," 3107,000",1981-04-08,,2C,Público,341.0,23,23466,2015
MTB,MTB,EL PINDO,Montelíbano,Córdoba,Regional,7.9733,-75.4413,AEROCIVIL,AEROCIVIL,432.0,51.0,12202.0,160.0," 3107,000",1981-04-08,,2C,Aerocivil,97.0,23,23466,2016
MTR,MTR,LOS GARZONES,Montería,Córdoba,Nacional,8.8239,-75.8261,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,954.0,12.0,,19.0,"  984,000",1987-02-02,,4C,Público,46469.0,23,23001,2014
MTR,MTR,LOS GARZONES,Montería,Córdoba,Nacional,8.8239,-75.8261,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,793.0,11.0,,19.0,"  984,000",1987-02-02,,4C,Público,4199.0,23,23001,2015
MTR,MTR,LOS GARZONES,Montería,Córdoba,Nacional,8.8239,-75.8261,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,464.0,8.0,,19.0,"  984,000",1987-02-02,,4C,Fumigación,2926.0,23,23001,2016
MVP,MVP,FABIO A. LEON BENTLEY,Mitú,Vaupés,Regional,1.2535,-70.2341,MUNICIPIO,AEROCIVIL,1930.0,53.0,,680.0,"   34,000",1958-02-19,,3C,Aerocivil,30462.0,97,97001,2014
MVP,MVP,FABIO A. LEON BENTLEY,Mitú,Vaupés,Regional,1.2535,-70.2341,MUNICIPIO,AEROCIVIL,3176.0,65.0,,680.0,"   34,000",1958-02-19,,3C,Fumigación,30085.0,97,97001,2015
MVP,MVP,FABIO A. LEON BENTLEY,Mitú,Vaupés,Regional,1.2535,-70.2341,MUNICIPIO,AEROCIVIL,3977.0,76.0,,680.0,"   34,000",1958-02-19,,3C,Aerocivil,7825.0,97,97001,2016
NQU,NQU,REYES MURILLO,Nuquí,Chocó,Regional,5.712,-77.2627,AEROCIVIL,AEROCIVIL,882.0,11.0,,13.0,"    2,279",1975-08-21,,1A,Privado,4008.0,27,27495,2014
NQU,NQU,REYES MURILLO,Nuquí,Chocó,Regional,5.712,-77.2627,AEROCIVIL,AEROCIVIL,833.0,14.0,,13.0,"    2,279",1975-08-21,,1A,Privado,1451.0,27,27495,2015
NQU,NQU,REYES MURILLO,Nuquí,Chocó,Regional,5.712,-77.2627,AEROCIVIL,AEROCIVIL,204.0,19.0,,13.0,"    2,279",1975-08-21,,1A,Público,897.0,27,27495,2016
NVA,NVA,BENITO SALAS,Neiva,Huila,Internacional,2.9499,-75.2941,AEROCIVIL,AEROCIVIL,2933.0,17.0,,1464.0,"   57,000",1958-02-28,,3C,Privado,88992.0,41,41001,2014
NVA,NVA,BENITO SALAS,Neiva,Huila,Internacional,2.9499,-75.2941,AEROCIVIL,AEROCIVIL,4717.0,3.0,,1464.0,"   57,000",1958-02-28,,3C,Fumigación,113782.0,41,41001,2015
NVA,NVA,BENITO SALAS,Neiva,Huila,Internacional,2.9499,-75.2941,AEROCIVIL,AEROCIVIL,6461.0,2.0,,1464.0,"   57,000",1958-02-28,,3C,Privado,212706.0,41,41001,2016
OCV,OCV,AGUAS CLARAS,Ocaña,Norte de Santander,Regional,8.3156,-73.3583,AEROCIVIL,AEROCIVIL,1957.0,6.0,19000.0,3850.0," 2363,000",1971-09-03,,2C,Aerocivil,1984.0,54,54498,2014
OCV,OCV,AGUAS CLARAS,Ocaña,Norte de Santander,Regional,8.3156,-73.3583,AEROCIVIL,AEROCIVIL,2571.0,3.0,19000.0,3850.0," 2363,000",1971-09-03,,2C,Aerocivil,1729.0,54,54498,2015
OCV,OCV,AGUAS CLARAS,Ocaña,Norte de Santander,Regional,8.3156,-73.3583,AEROCIVIL,AEROCIVIL,4487.0,1.0,19000.0,3850.0," 2363,000",1971-09-03,,2C,Privado,937.0,54,54498,2016
ORU,,EL MEDANO,Orocué,Casanare,Aeródromo,4.7621,-71.7184,ALBERTO MENDOZA Y OTRO,EL MISMO,1349.0,26.0,4950.0,485.0,"  828,000",2007-02-27,,1A,Público,8.0,85,85230,2014
ORU,,EL MEDANO,Orocué,Casanare,Aeródromo,4.7621,-71.7184,ALBERTO MENDOZA Y OTRO,EL MISMO,2464.0,34.0,4950.0,485.0,"  828,000",2007-02-27,,1A,Privado,12.0,85,85230,2015
ORU,,EL MEDANO,Orocué,Casanare,Aeródromo,4.7621,-71.7184,ALBERTO MENDOZA Y OTRO,EL MISMO,4419.0,62.0,4950.0,485.0,"  828,000",2007-02-27,,1A,Privado,19.0,85,85230,2016
OTU,OTU,REMEDIOS OTU,Remedios,Antioquia,Regional,7.0106,-74.7156,AEROCIVIL,AEROCIVIL,331.0,8.0,,2058.0,"  522,000",1968-07-03,,1A,Privado,3193.0,5,5604,2014
OTU,OTU,REMEDIOS OTU,Remedios,Antioquia,Regional,7.0106,-74.7156,AEROCIVIL,AEROCIVIL,45.0,1.0,,2058.0,"  522,000",1968-07-03,,1A,Privado,2941.0,5,5604,2015
OTU,OTU,REMEDIOS OTU,Remedios,Antioquia,Regional,7.0106,-74.7156,AEROCIVIL,AEROCIVIL,41.0,0.0,,2058.0,"  522,000",1968-07-03,,1A,Público,1716.0,5,5604,2016
PCR,PCR,GERMAN OLANO,Puerto Carreño,Vichada,Regional,6.185,-67.4925,MUNICIPIO,AEROCIVIL,920.0,2.0,,1915.0,"  551,000",1968-07-10,,3C,Fumigación,9357.0,99,99001,2014
PCR,PCR,GERMAN OLANO,Puerto Carreño,Vichada,Regional,6.185,-67.4925,MUNICIPIO,AEROCIVIL,204.0,0.0,,1915.0,"  551,000",1968-07-10,,3C,Fumigación,13613.0,99,99001,2015
PCR,PCR,GERMAN OLANO,Puerto Carreño,Vichada,Regional,6.185,-67.4925,MUNICIPIO,AEROCIVIL,77.0,0.0,,1915.0,"  551,000",1968-07-10,,3C,Fumigación,14167.0,99,99001,2016
PIP,RON,PAIPA JUAN JOSE RONDON,Paipa,Boyacá,Aeródromo,5.7644,-73.1057,AEROCIVIL,AEROCIVIL,1495.0,60.0,11400.0,8205.0,"  984,000",1987-02-02,,3C,Público,21.0,15,15516,2014
PIP,RON,PAIPA JUAN JOSE RONDON,Paipa,Boyacá,Aeródromo,5.7644,-73.1057,AEROCIVIL,AEROCIVIL,1169.0,84.0,11400.0,8205.0,"  984,000",1987-02-02,,3C,Privado,11.0,15,15516,2015
PIP,RON,PAIPA JUAN JOSE RONDON,Paipa,Boyacá,Aeródromo,5.7644,-73.1057,AEROCIVIL,AEROCIVIL,913.0,86.0,11400.0,8205.0,"  984,000",1987-02-02,,3C,Aerocivil,1.0,15,15516,2016
PLT,PLT,LAS FLORES,Plato,Magdalena,Aeródromo,9.7985,-74.7831,AEROCIVIL,AEROCIVIL,26.0,37.0,3500.0,86.0,"  876,000",1968-03-08,,2A,Fumigación,47.0,47,47555,2014
PLT,PLT,LAS FLORES,Plato,Magdalena,Aeródromo,9.7985,-74.7831,AEROCIVIL,AEROCIVIL,0.0,64.0,3500.0,86.0,"  876,000",1968-03-08,,2A,Público,18.0,47,47555,2015
PLT,PLT,LAS FLORES,Plato,Magdalena,Aeródromo,9.7985,-74.7831,AEROCIVIL,AEROCIVIL,0.0,110.0,3500.0,86.0,"  876,000",1968-03-08,,2A,Privado,2.0,47,47555,2016
PPN,PPN,GUILLERMO LEON VALENCIA,Popayán,Cauca,Nacional,2.4542,-76.6099,AEROCIVIL,AEROCIVIL,3583.0,19.0,,5669.0,"  455,000",1969-05-19,,4C,Fumigación,8650.0,19,19001,2014
PPN,PPN,GUILLERMO LEON VALENCIA,Popayán,Cauca,Nacional,2.4542,-76.6099,AEROCIVIL,AEROCIVIL,5301.0,17.0,,5669.0,"  455,000",1969-05-19,,4C,Aerocivil,6698.0,19,19001,2015
PPN,PPN,GUILLERMO LEON VALENCIA,Popayán,Cauca,Nacional,2.4542,-76.6099,AEROCIVIL,AEROCIVIL,9835.0,12.0,,5669.0,"  455,000",1969-05-19,,4C,Aerocivil,5749.0,19,19001,2016
PSO,PSO,ANTONIO NARIÑO,Pasto,Nariño,Nacional,1.3964,-77.291,AEROCIVIL,AEROCIVIL,1359.0,22.0,,5896.0,"   95,000",1957-04-24,,4C,Aerocivil,36617.0,52,52001,2014
PSO,PSO,ANTONIO NARIÑO,Pasto,Nariño,Nacional,1.3964,-77.291,AEROCIVIL,AEROCIVIL,566.0,12.0,,5896.0,"   95,000",1957-04-24,,4C,Privado,39326.0,52,52001,2015
PSO,PSO,ANTONIO NARIÑO,Pasto,Nariño,Nacional,1.3964,-77.291,AEROCIVIL,AEROCIVIL,368.0,3.0,,5896.0,"   95,000",1957-04-24,,4C,Fumigación,57428.0,52,52001,2016
PTL,PTX,CONTADOR,Pitalito,Huila,Regional,1.8573,-76.0856,AEROCIVIL,AEROCIVIL,936.0,17.0,,4221.0," 2090,000",1974-10-22,,2B,Fumigación,1768.0,41,41551,2014
PTL,PTX,CONTADOR,Pitalito,Huila,Regional,1.8573,-76.0856,AEROCIVIL,AEROCIVIL,886.0,11.0,,4221.0," 2090,000",1974-10-22,,2B,Público,3380.0,41,41551,2015
PTL,PTX,CONTADOR,Pitalito,Huila,Regional,1.8573,-76.0856,AEROCIVIL,AEROCIVIL,105.0,11.0,,4221.0," 2090,000",1974-10-22,,2B,Público,5739.0,41,41551,2016
PTW,,GEMELOS DORADOS,Puerto Wilches,Santander,Aeródromo,7.2466,-73.7723,MILTON A. SALAZAR REY,EL MISMO,1566.0,29.0,5670.0,314.0," 6473,000",2013-11-19,2017-01-09,1A,Aerocivil,419.0,68,68575,2014
PTW,,GEMELOS DORADOS,Puerto Wilches,Santander,Aeródromo,7.2466,-73.7723,MILTON A. SALAZAR REY,EL MISMO,3098.0,49.0,5670.0,314.0," 6473,000",2013-11-19,2017-01-09,1A,Aerocivil,505.0,68,68575,2015
PTW,,GEMELOS DORADOS,Puerto Wilches,Santander,Aeródromo,7.2466,-73.7723,MILTON A. SALAZAR REY,EL MISMO,6145.0,82.0,5670.0,314.0," 6473,000",2013-11-19,2017-01-09,1A,Fumigación,738.0,68,68575,2016
PUU,PUU,TRES DE MAYO,Puerto Asís,Putumayo,Nacional,0.5054,-76.5008,AEROCIVIL,AEROCIVIL,1978.0,48.0,33112.0,809.0,"  115,000",1965-09-02,,3C,Fumigación,19406.0,86,86568,2014
PUU,PUU,TRES DE MAYO,Puerto Asís,Putumayo,Nacional,0.5054,-76.5008,AEROCIVIL,AEROCIVIL,3194.0,62.0,33112.0,809.0,"  115,000",1965-09-02,,3C,Privado,28946.0,86,86568,2015
PUU,PUU,TRES DE MAYO,Puerto Asís,Putumayo,Nacional,0.5054,-76.5008,AEROCIVIL,AEROCIVIL,5475.0,112.0,33112.0,809.0,"  115,000",1965-09-02,,3C,Privado,31698.0,86,86568,2016
PVA,PVA,EL EMBRUJO,Providencia,San Andrés islas,Nacional,13.3572,-81.3579,AEROCIVIL,AEROCIVIL,987.0,18.0,,10.0,"  338,000",1969-04-23,,2B,Aerocivil,31619.0,88,88564,2014
PVA,PVA,EL EMBRUJO,Providencia,San Andrés islas,Nacional,13.3572,-81.3579,AEROCIVIL,AEROCIVIL,288.0,1.0,,10.0,"  338,000",1969-04-23,,2B,Privado,34842.0,88,88564,2015
PVA,PVA,EL EMBRUJO,Providencia,San Andrés islas,Nacional,13.3572,-81.3579,AEROCIVIL,AEROCIVIL,234.0,1.0,,10.0,"  338,000",1969-04-23,,2B,Público,53259.0,88,88564,2016
PZA,PZA,PAZ DE ARIPORO,Paz de Ariporo,Casanare,Aeródromo,5.8819,-71.883,AEROCIVIL,AEROCIVIL,912.0,38.0,29000.0,878.0," 1591,000",1972-06-06,,2B,Fumigación,1465.0,85,85250,2014
PZA,PZA,PAZ DE ARIPORO,Paz de Ariporo,Casanare,Aeródromo,5.8819,-71.883,AEROCIVIL,AEROCIVIL,459.0,59.0,29000.0,878.0," 1591,000",1972-06-06,,2B,Aerocivil,1659.0,85,85250,2015
PZA,PZA,PAZ DE ARIPORO,Paz de Ariporo,Casanare,Aeródromo,5.8819,-71.883,AEROCIVIL,AEROCIVIL,393.0,64.0,29000.0,878.0," 1591,000",1972-06-06,,2B,Público,2244.0,85,85250,2016
RAV,RAV,CRAVO NORTE,Cravo Norte,Arauca,Aeródromo,6.3167,-70.2111,AEROCIVIL,AEROCIVIL,1698.0,25.0,12202.0,336.0,"  343,000",1968-05-03,,3C,Privado,1667.0,81,81220,2014
RAV,RAV,CRAVO NORTE,Cravo Norte,Arauca,Aeródromo,6.3167,-70.2111,AEROCIVIL,AEROCIVIL,3354.0,42.0,12202.0,336.0,"  343,000",1968-05-03,,3C,Privado,758.0,81,81220,2015
RAV,RAV,CRAVO NORTE,Cravo Norte,Arauca,Aeródromo,6.3167,-70.2111,AEROCIVIL,AEROCIVIL,3651.0,53.0,12202.0,336.0,"  343,000",1968-05-03,,3C,Fumigación,728.0,81,81220,2016
RCH,RCH,ALMIRANTE PADILLA,Riohacha,La Guajira,Internacional,11.5262,-72.9267,MUNICIPIO,AEROCIVIL -ORIENTE S.A.S.,903.0,58.0,,43.0,"  187,000",1987-02-02,,4C,Fumigación,9712.0,44,44001,2014
RCH,RCH,ALMIRANTE PADILLA,Riohacha,La Guajira,Internacional,11.5262,-72.9267,MUNICIPIO,AEROCIVIL -ORIENTE S.A.S.,807.0,73.0,,43.0,"  187,000",1987-02-02,,4C,Fumigación,15503.0,44,44001,2015
RCH,RCH,ALMIRANTE PADILLA,Riohacha,La Guajira,Internacional,11.5262,-72.9267,MUNICIPIO,AEROCIVIL -ORIENTE S.A.S.,249.0,116.0,,43.0,"  187,000",1987-02-02,,4C,Privado,20605.0,44,44001,2016
RVE,RVE,COLONIZADORES,Arauca,Arauca,Regional,6.9504,-71.8562,ECOPETROL,AEROCIVIL,1281.0,51.0,,678.0," 4158,000",1983-09-25,,3C,Aerocivil,4272.0,81,81001,2014
RVE,RVE,COLONIZADORES,Arauca,Arauca,Regional,6.9504,-71.8562,ECOPETROL,AEROCIVIL,1846.0,74.0,,678.0," 4158,000",1983-09-25,,3C,Público,2430.0,81,81001,2015
RVE,RVE,COLONIZADORES,Arauca,Arauca,Regional,6.9504,-71.8562,ECOPETROL,AEROCIVIL,3159.0,126.0,,678.0," 4158,000",1983-09-25,,3C,Fumigación,607.0,81,81001,2016
SMR,SMR,SIMON BOLIVAR,Santa Marta,Magdalena,Internacional,11.1197,-74.2473,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,851.0,54.0,,22.0,"  352,000",1968-05-17,,3C,Privado,37841.0,47,47001,2014
SMR,SMR,SIMON BOLIVAR,Santa Marta,Magdalena,Internacional,11.1197,-74.2473,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,795.0,62.0,,22.0,"  352,000",1968-05-17,,3C,Privado,11583.0,47,47001,2015
SMR,SMR,SIMON BOLIVAR,Santa Marta,Magdalena,Internacional,11.1197,-74.2473,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,144.0,87.0,,22.0,"  352,000",1968-05-17,,3C,Público,8373.0,47,47001,2016
SNR,,SAN MARTIN,San Martín,Meta,Regional,3.7023,-73.6881,AEROCIVIL,AEROCIVIL,230.0,22.0,3000.0,1380.0,"  644,000",1967-06-05,,1A,Aerocivil,190.0,50,50689,2014
SNR,,SAN MARTIN,San Martín,Meta,Regional,3.7023,-73.6881,AEROCIVIL,AEROCIVIL,146.0,27.0,3000.0,1380.0,"  644,000",1967-06-05,,1A,Aerocivil,307.0,50,50689,2015
SNR,,SAN MARTIN,San Martín,Meta,Regional,3.7023,-73.6881,AEROCIVIL,AEROCIVIL,102.0,37.0,3000.0,1380.0,"  644,000",1967-06-05,,1A,Público,522.0,50,50689,2016
SVI,SVI,EDUARDO FALLA SOLANO,San Vicente del Caguán,Caquetá,Regional,2.1522,-74.7663,AEROCIVIL,AEROCIVIL,1246.0,1.0,,875.0,"  141,000",1987-02-02,,3C,Aerocivil,1638.0,18,18753,2014
SVI,SVI,EDUARDO FALLA SOLANO,San Vicente del Caguán,Caquetá,Regional,2.1522,-74.7663,AEROCIVIL,AEROCIVIL,272.0,1.0,,875.0,"  141,000",1987-02-02,,3C,Aerocivil,826.0,18,18753,2015
SVI,SVI,EDUARDO FALLA SOLANO,San Vicente del Caguán,Caquetá,Regional,2.1522,-74.7663,AEROCIVIL,AEROCIVIL,48.0,1.0,,875.0,"  141,000",1987-02-02,,3C,Público,54.0,18,18753,2016
TCO,,LA FLORIDA,San Andrés de Tumaco,Nariño,Nacional,1.8144,-78.749,AEROCIVIL,AEROCIVIL,1915.0,40.0,,10.0,"  455,000",1969-05-19,,3C,Privado,17708.0,52,52835,2014
TCO,,LA FLORIDA,San Andrés de Tumaco,Nariño,Nacional,1.8144,-78.749,AEROCIVIL,AEROCIVIL,3660.0,65.0,,10.0,"  455,000",1969-05-19,,3C,Aerocivil,18869.0,52,52835,2015
TCO,,LA FLORIDA,San Andrés de Tumaco,Nariño,Nacional,1.8144,-78.749,AEROCIVIL,AEROCIVIL,6363.0,125.0,,10.0,"  455,000",1969-05-19,,3C,Aerocivil,23246.0,52,52835,2016
TDA,TDA,TRINIDAD,Trinidad,Casanare,Aeródromo,5.4349,-71.6584,AEROCIVIL,AEROCIVIL,1660.0,14.0,12202.0,560.0,"  644,000",1967-06-05,,2A,Privado,7202.0,85,85430,2014
TDA,TDA,TRINIDAD,Trinidad,Casanare,Aeródromo,5.4349,-71.6584,AEROCIVIL,AEROCIVIL,3166.0,15.0,12202.0,560.0,"  644,000",1967-06-05,,2A,Público,11619.0,85,85430,2015
TDA,TDA,TRINIDAD,Trinidad,Casanare,Aeródromo,5.4349,-71.6584,AEROCIVIL,AEROCIVIL,3172.0,26.0,12202.0,560.0,"  644,000",1967-06-05,,2A,Aerocivil,16393.0,85,85430,2016
TLU,TLU,TOLU,Tolú Viejo,Sucre,Regional,9.5095,-75.5859,AEROCIVIL,AEROCIVIL,1164.0,2.0,12202.0,15.0,"  455,000",1969-05-19,,2A,Aerocivil,3455.0,70,70823,2014
TLU,TLU,TOLU,Tolú Viejo,Sucre,Regional,9.5095,-75.5859,AEROCIVIL,AEROCIVIL,833.0,2.0,12202.0,15.0,"  455,000",1969-05-19,,2A,Público,4368.0,70,70823,2015
TLU,TLU,TOLU,Tolú Viejo,Sucre,Regional,9.5095,-75.5859,AEROCIVIL,AEROCIVIL,325.0,0.0,12202.0,15.0,"  455,000",1969-05-19,,2A,Aerocivil,7791.0,70,70823,2016
TME,TME,GUSTAVO VARGAS,Tame,Arauca,Regional,6.451,-71.7601,AEROCIVIL,AEROCIVIL,3475.0,46.0,33112.0,1199.0,"  343,000",1968-05-03,,4C,Privado,508.0,81,81794,2014
TME,TME,GUSTAVO VARGAS,Tame,Arauca,Regional,6.451,-71.7601,AEROCIVIL,AEROCIVIL,6098.0,73.0,33112.0,1199.0,"  343,000",1968-05-03,,4C,Fumigación,450.0,81,81794,2015
TME,TME,GUSTAVO VARGAS,Tame,Arauca,Regional,6.451,-71.7601,AEROCIVIL,AEROCIVIL,8767.0,139.0,33112.0,1199.0,"  343,000",1968-05-03,,4C,Público,318.0,81,81794,2016
TTM,TTM,TABLON DE TAMARA,Támara,Casanare,Aeródromo,5.7267,-72.1006,AEROCIVIL,AEROCIVIL,1374.0,3.0,12202.0,1650.0,"  644,000",1967-06-05,,2C,Público,18.0,85,85400,2014
