SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
175117,4,5,1135,4,8908,2014-11-19,821028.00,123154.20,944182.20,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
175121,7,5,1136,4,775,2014-11-19,308978.30,46346.75,355325.05,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
175581,4,5,1137,4,8943,2014-11-20,824244.00,123636.60,947880.60,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
175585,7,5,1138,4,9905,2014-11-20,309605.40,46440.81,356046.21,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
175807,4,5,1139,4,4641,2014-11-21,826806.00,124020.90,950826.90,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
175811,7,5,1140,4,3518,2014-11-21,309430.10,46414.52,355844.62,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
176430,4,5,1141,4,6801,2014-11-24,827022.00,124053.30,951075.30,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
176434,7,5,1142,4,212,2014-11-24,312038.30,46805.75,358844.05,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
176438,4,5,1143,4,2326,2014-11-24,2424.00,363.60,2787.60,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
176441,7,5,1144,4,7288,2014-11-24,1173.60,176.04,1349.64,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
176442,4,7,NULL,4,NULL,2014-11-24,0.00,0.00,-4739582.40,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
176443,7,7,NULL,4,NULL,2014-11-24,0.00,0.00,-1782047.03,0.00,2014-11-24,1,8,2014-11-24 09:00:00.0000000
176844,4,5,1145,4,7507,2014-11-25,831930.00,124789.50,956719.50,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
176848,7,5,1146,4,8015,2014-11-25,315524.40,47328.66,362853.06,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177123,4,5,1147,4,8214,2014-11-26,831480.00,124722.00,956202.00,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177127,7,5,1148,4,10,2014-11-26,316630.10,47494.52,364124.62,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177331,4,5,1149,4,5330,2014-11-27,830904.00,124635.60,955539.60,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177335,7,5,1150,4,3105,2014-11-27,318735.80,47810.37,366546.17,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177533,4,5,1151,4,7104,2014-11-28,832872.00,124930.80,957802.80,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177537,7,5,1152,4,8473,2014-11-28,321070.10,48160.52,369230.62,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177883,4,5,1153,4,562,2014-12-01,832248.00,124837.20,957085.20,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177887,7,5,1154,4,2758,2014-12-01,320510.80,48076.62,368587.42,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177889,4,5,1155,4,7678,2014-12-01,252.00,37.80,289.80,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177892,7,5,1156,4,4648,2014-12-01,1250.40,187.56,1437.96,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177893,4,7,NULL,4,NULL,2014-12-01,0.00,0.00,-4783638.90,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
177894,7,7,NULL,4,NULL,2014-12-01,0.00,0.00,-1832779.85,0.00,2014-12-01,1,16,2014-12-01 09:00:00.0000000
178060,4,5,1157,4,5710,2014-12-02,831210.00,124681.50,955891.50,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
178064,7,5,1158,4,8912,2014-12-02,321106.90,48166.04,369272.94,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
178538,4,5,1159,4,6220,2014-12-03,833724.00,125058.60,958782.60,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
178542,7,5,1160,4,431,2014-12-03,321953.20,48292.98,370246.18,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
178893,4,5,1161,4,5977,2014-12-04,834972.00,125245.80,960217.80,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
178897,7,5,1162,4,743,2014-12-04,325402.70,48810.41,374213.11,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
179097,4,5,1163,4,3278,2014-12-05,835080.00,125262.00,960342.00,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
179101,7,5,1164,4,868,2014-12-05,324985.90,48747.89,373733.79,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
179402,4,5,1165,4,9899,2014-12-08,835794.00,125369.10,961163.10,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
179406,7,5,1166,4,5138,2014-12-08,325693.40,48854.01,374547.41,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
179410,4,5,1167,4,6791,2014-12-08,2196.00,329.40,2525.40,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
179411,4,7,NULL,4,NULL,2014-12-08,0.00,0.00,-4798922.40,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
179412,7,7,NULL,4,NULL,2014-12-08,0.00,0.00,-1862013.43,0.00,2014-12-08,1,7,2014-12-08 09:00:00.0000000
179855,4,5,1168,4,1157,2014-12-09,840534.00,126080.10,966614.10,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
179859,7,5,1169,4,1349,2014-12-09,328676.60,49301.49,377978.09,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
180182,4,5,1170,4,8968,2014-12-10,843852.00,126577.80,970429.80,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
180186,7,5,1171,4,9852,2014-12-10,330842.90,49626.44,380469.34,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
180558,4,5,1172,4,995,2014-12-11,845394.00,126809.10,972203.10,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
180562,7,5,1173,4,7124,2014-12-11,331261.50,49689.23,380950.73,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
180844,4,5,1174,4,322,2014-12-12,844566.00,126684.90,971250.90,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
180848,7,5,1175,4,9674,2014-12-12,333592.20,50038.83,383631.03,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
181328,4,5,1176,4,7276,2014-12-15,845016.00,126752.40,971768.40,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
181332,7,5,1177,4,2349,2014-12-15,334365.40,50154.81,384520.21,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
181336,4,5,1178,4,9751,2014-12-15,1464.00,219.60,1683.60,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
181338,7,5,1179,4,3705,2014-12-15,1360.00,204.00,1564.00,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
181339,4,7,NULL,4,NULL,2014-12-15,0.00,0.00,-4853949.90,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
181340,7,7,NULL,4,NULL,2014-12-15,0.00,0.00,-1909113.40,0.00,2014-12-15,1,8,2014-12-15 09:00:00.0000000
181737,4,5,1180,4,3919,2014-12-16,848682.00,127302.30,975984.30,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
181741,7,5,1181,4,1077,2014-12-16,338449.00,50767.35,389216.35,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
182044,4,5,1182,4,5629,2014-12-17,848790.00,127318.50,976108.50,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
182048,7,5,1183,4,4094,2014-12-17,338504.10,50775.62,389279.72,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
182475,4,5,1184,4,2134,2014-12-18,851892.00,127783.80,979675.80,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
182479,7,5,1185,4,3470,2014-12-18,340862.40,51129.36,391991.76,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
182905,4,5,1186,4,4117,2014-12-19,856356.00,128453.40,984809.40,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
182909,7,5,1187,4,3399,2014-12-19,344795.80,51719.37,396515.17,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
183578,4,5,1188,4,8168,2014-12-22,859344.00,128901.60,988245.60,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
183582,7,5,1189,4,1271,2014-12-22,345760.90,51864.14,397625.04,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
183586,4,5,1190,4,336,2014-12-22,1560.00,234.00,1794.00,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
183590,7,5,1191,4,9981,2014-12-22,1157.00,173.55,1330.55,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
183591,4,7,NULL,4,NULL,2014-12-22,0.00,0.00,-4906617.60,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
183592,7,7,NULL,4,NULL,2014-12-22,0.00,0.00,-1965958.59,0.00,2014-12-22,1,12,2014-12-22 09:00:00.0000000
183805,4,5,1192,4,6267,2014-12-23,860676.00,129101.40,989777.40,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
183809,7,5,1193,4,9383,2014-12-23,347742.10,52161.32,399903.42,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
184210,4,5,1194,4,7543,2014-12-24,861384.00,129207.60,990591.60,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
184214,7,5,1195,4,3174,2014-12-24,348975.70,52346.36,401322.06,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
184566,4,5,1196,4,9570,2014-12-25,863910.00,129586.50,993496.50,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
184570,7,5,1197,4,6254,2014-12-25,348891.40,52333.71,401225.11,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
184969,4,5,1198,4,32,2014-12-26,865212.00,129781.80,994993.80,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
184973,7,5,1199,4,4312,2014-12-26,349918.70,52487.81,402406.51,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
185346,4,5,1200,4,5451,2014-12-29,865560.00,129834.00,995394.00,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
185350,7,5,1201,4,4836,2014-12-29,349863.70,52479.56,402343.26,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
185353,4,5,1202,4,3145,2014-12-29,672.00,100.80,772.80,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
185355,7,5,1203,4,6317,2014-12-29,192.00,28.80,220.80,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
185356,4,7,NULL,4,NULL,2014-12-29,0.00,0.00,-4965026.10,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
185357,7,7,NULL,4,NULL,2014-12-29,0.00,0.00,-2007421.16,0.00,2014-12-29,1,12,2014-12-29 09:00:00.0000000
185733,4,5,1204,4,4918,2014-12-30,866496.00,129974.40,996470.40,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
185737,7,5,1205,4,7228,2014-12-30,349986.40,52497.96,402484.36,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
186181,4,5,1206,4,6141,2014-12-31,869448.00,130417.20,999865.20,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
186185,7,5,1207,4,5942,2014-12-31,351127.10,52669.07,403796.17,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
186575,4,5,1208,4,6262,2015-01-01,871344.00,130701.60,1002045.60,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
186579,7,5,1209,4,7019,2015-01-01,350662.80,52599.42,403262.22,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
187005,4,5,1210,4,5650,2015-01-02,875112.00,131266.80,1006378.80,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
187009,7,5,1211,4,1845,2015-01-02,351430.70,52714.61,404145.31,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
187383,4,5,1212,4,4810,2015-01-05,876588.00,131488.20,1008076.20,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
187387,7,5,1213,4,9743,2015-01-05,352148.90,52822.34,404971.24,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
187392,4,5,1214,4,2137,2015-01-05,2118.00,317.70,2435.70,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
187393,4,7,NULL,4,NULL,2015-01-05,0.00,0.00,-5015271.90,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
187394,7,7,NULL,4,NULL,2015-01-05,0.00,0.00,-2018659.30,0.00,2015-01-05,1,2,2015-01-05 09:00:00.0000000
187846,4,5,1215,4,6853,2015-01-06,880266.00,132039.90,1012305.90,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
187850,7,5,1216,4,458,2015-01-06,351686.20,52752.93,404439.13,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
188113,4,5,1217,4,517,2015-01-07,881220.00,132183.00,1013403.00,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
188117,7,5,1218,4,5751,2015-01-07,353422.90,53013.44,406436.34,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
188378,4,5,1219,4,9682,2015-01-08,883830.00,132574.50,1016404.50,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
188382,7,5,1220,4,1506,2015-01-08,357733.10,53659.97,411393.07,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
188705,4,5,1221,4,8546,2015-01-09,885282.00,132792.30,1018074.30,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
188709,7,5,1222,4,1357,2015-01-09,357969.00,53695.35,411664.35,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
189117,4,5,1223,4,4035,2015-01-12,886644.00,132996.60,1019640.60,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
189121,7,5,1224,4,3140,2015-01-12,357722.20,53658.33,411380.53,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
189123,4,5,1225,4,4731,2015-01-12,768.00,115.20,883.20,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
189124,4,7,NULL,4,NULL,2015-01-12,0.00,0.00,-5080711.50,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
189125,7,7,NULL,4,NULL,2015-01-12,0.00,0.00,-2045313.42,0.00,2015-01-12,1,20,2015-01-12 09:00:00.0000000
189351,4,5,1226,4,3559,2015-01-13,887526.00,133128.90,1020654.90,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
189355,7,5,1227,4,957,2015-01-13,357793.60,53669.04,411462.64,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
189680,4,5,1228,4,3011,2015-01-14,887982.00,133197.30,1021179.30,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
189684,7,5,1229,4,8271,2015-01-14,360994.30,54149.15,415143.45,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190155,4,5,1230,4,6862,2015-01-15,890316.00,133547.40,1023863.40,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190159,7,5,1231,4,4787,2015-01-15,364099.90,54614.99,418714.89,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190417,4,5,1232,4,8956,2015-01-16,892728.00,133909.20,1026637.20,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190421,7,5,1233,4,3679,2015-01-16,364056.00,54608.40,418664.40,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190745,4,5,1234,4,1835,2015-01-19,893268.00,133990.20,1027258.20,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190749,7,5,1235,4,1217,2015-01-19,364659.20,54698.88,419358.08,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190751,4,5,1236,4,8484,2015-01-19,1428.00,214.20,1642.20,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190752,4,7,NULL,4,NULL,2015-01-19,0.00,0.00,-5121235.20,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
190753,7,7,NULL,4,NULL,2015-01-19,0.00,0.00,-2083343.46,0.00,2015-01-19,1,2,2015-01-19 09:00:00.0000000
191225,4,5,1237,4,9234,2015-01-20,898482.00,134772.30,1033254.30,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
191229,7,5,1238,4,1366,2015-01-20,363540.60,54531.09,418071.69,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
191508,4,5,1239,4,5763,2015-01-21,901950.00,135292.50,1037242.50,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
191512,7,5,1240,4,9314,2015-01-21,363200.60,54480.09,417680.69,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192044,4,5,1241,4,2298,2015-01-22,903534.00,135530.10,1039064.10,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192048,7,5,1242,4,4366,2015-01-22,363068.80,54460.32,417529.12,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192378,4,5,1243,4,3649,2015-01-23,906846.00,136026.90,1042872.90,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192382,7,5,1244,4,6391,2015-01-23,363891.30,54583.70,418475.00,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192775,4,5,1245,4,8079,2015-01-26,905814.00,135872.10,1041686.10,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192779,7,5,1246,4,9184,2015-01-26,366242.00,54936.30,421178.30,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192782,4,5,1247,4,9848,2015-01-26,1092.00,163.80,1255.80,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192785,7,5,1248,4,3421,2015-01-26,1882.50,282.38,2164.88,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192786,4,7,NULL,4,NULL,2015-01-26,0.00,0.00,-5195375.70,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
192787,7,7,NULL,4,NULL,2015-01-26,0.00,0.00,-2095099.68,0.00,2015-01-26,1,8,2015-01-26 09:00:00.0000000
193207,4,5,1249,4,1882,2015-01-27,908022.00,136203.30,1044225.30,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
193211,7,5,1250,4,1507,2015-01-27,369775.20,55466.28,425241.48,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
193689,4,5,1251,4,2910,2015-01-28,910698.00,136604.70,1047302.70,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
193693,7,5,1252,4,6506,2015-01-28,371667.00,55750.05,427417.05,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194057,4,5,1253,4,4425,2015-01-29,912384.00,136857.60,1049241.60,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194061,7,5,1254,4,7413,2015-01-29,372935.20,55940.28,428875.48,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194435,4,5,1255,4,9835,2015-01-30,915006.00,137250.90,1052256.90,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194439,7,5,1256,4,314,2015-01-30,374715.60,56207.34,430922.94,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194958,4,5,1257,4,164,2015-02-02,915414.00,137312.10,1052726.10,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194962,7,5,1258,4,1422,2015-02-02,374463.50,56169.53,430633.03,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194966,4,5,1259,4,1511,2015-02-02,1572.00,235.80,1807.80,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194969,7,5,1260,4,9842,2015-02-02,438.80,65.82,504.62,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194970,4,7,NULL,4,NULL,2015-02-02,0.00,0.00,-5247560.40,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
194971,7,7,NULL,4,NULL,2015-02-02,0.00,0.00,-2143594.60,0.00,2015-02-02,1,14,2015-02-02 09:00:00.0000000
195228,4,5,1261,4,1715,2015-02-03,916590.00,137488.50,1054078.50,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
195232,7,5,1262,4,3664,2015-02-03,374505.70,56175.86,430681.56,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
195734,4,5,1263,4,4039,2015-02-04,921078.00,138161.70,1059239.70,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
195738,7,5,1264,4,271,2015-02-04,376944.00,56541.60,433485.60,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
195999,4,5,1265,4,1510,2015-02-05,921816.00,138272.40,1060088.40,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
196003,7,5,1266,4,2481,2015-02-05,377170.90,56575.64,433746.54,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
196261,4,5,1267,4,7489,2015-02-06,921756.00,138263.40,1060019.40,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
196265,7,5,1268,4,1741,2015-02-06,377086.60,56562.99,433649.59,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
196639,4,5,1269,4,6013,2015-02-09,922176.00,138326.40,1060502.40,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
196643,7,5,1270,4,418,2015-02-09,376697.30,56504.60,433201.90,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
196647,7,5,1271,4,350,2015-02-09,796.80,119.52,916.32,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
196648,4,7,NULL,4,NULL,2015-02-09,0.00,0.00,-5293928.40,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
196649,7,7,NULL,4,NULL,2015-02-09,0.00,0.00,-2165681.51,0.00,2015-02-09,1,17,2015-02-09 09:00:00.0000000
197009,4,5,1272,4,2295,2015-02-10,923130.00,138469.50,1061599.50,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
197013,7,5,1273,4,6023,2015-02-10,377567.40,56635.11,434202.51,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
197417,4,5,1274,4,5566,2015-02-11,925488.00,138823.20,1064311.20,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
197421,7,5,1275,4,8281,2015-02-11,377761.00,56664.15,434425.15,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
197768,4,5,1276,4,6204,2015-02-12,926412.00,138961.80,1065373.80,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
197772,7,5,1277,4,9143,2015-02-12,378792.10,56818.82,435610.92,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
198268,4,5,1278,4,1812,2015-02-13,932232.00,139834.80,1072066.80,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
198272,7,5,1279,4,4383,2015-02-13,379538.00,56930.70,436468.70,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
198716,4,5,1280,4,3349,2015-02-16,931380.00,139707.00,1071087.00,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
198720,7,5,1281,4,3136,2015-02-16,379596.20,56939.43,436535.63,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
198725,4,5,1282,4,9230,2015-02-16,1788.00,268.20,2056.20,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
198727,7,5,1283,4,2389,2015-02-16,1360.00,204.00,1564.00,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
198728,4,7,NULL,4,NULL,2015-02-16,0.00,0.00,-5336494.50,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
198729,7,7,NULL,4,NULL,2015-02-16,0.00,0.00,-2178806.91,0.00,2015-02-16,1,5,2015-02-16 09:00:00.0000000
199057,4,5,1284,4,453,2015-02-17,933276.00,139991.40,1073267.40,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
199061,7,5,1285,4,3047,2015-02-17,381025.50,57153.83,438179.33,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
199364,4,5,1286,4,5687,2015-02-18,933048.00,139957.20,1073005.20,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
199368,7,5,1287,4,5710,2015-02-18,381036.20,57155.43,438191.63,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
199687,4,5,1288,4,319,2015-02-19,933084.00,139962.60,1073046.60,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
199691,7,5,1289,4,6011,2015-02-19,381162.50,57174.38,438336.88,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
200049,4,5,1290,4,8003,2015-02-20,933060.00,139959.00,1073019.00,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
200053,7,5,1291,4,2620,2015-02-20,381436.80,57215.52,438652.32,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
200490,4,5,1292,4,9240,2015-02-23,932964.00,139944.60,1072908.60,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
200494,7,5,1293,4,6505,2015-02-23,383420.00,57513.00,440933.00,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
200498,4,5,1294,4,8905,2015-02-23,2328.00,349.20,2677.20,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
200499,4,7,NULL,4,NULL,2015-02-23,0.00,0.00,-5367924.00,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
200500,7,7,NULL,4,NULL,2015-02-23,0.00,0.00,-2194293.16,0.00,2015-02-23,1,8,2015-02-23 09:00:00.0000000
200980,4,5,1295,4,5117,2015-02-24,940422.00,141063.30,1081485.30,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
200984,7,5,1296,4,1783,2015-02-24,383151.40,57472.71,440624.11,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
201517,4,5,1297,4,4888,2015-02-25,941082.00,141162.30,1082244.30,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
201521,7,5,1298,4,5256,2015-02-25,386225.90,57933.89,444159.79,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
201885,4,5,1299,4,4733,2015-02-26,943716.00,141557.40,1085273.40,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
201889,7,5,1300,4,6801,2015-02-26,386399.30,57959.90,444359.20,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
202145,4,5,1301,4,1390,2015-02-27,944538.00,141680.70,1086218.70,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
202149,7,5,1302,4,5745,2015-02-27,386520.00,57978.00,444498.00,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
202917,4,5,1303,4,767,2015-03-02,949026.00,142353.90,1091379.90,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
202921,7,5,1304,4,4337,2015-03-02,390331.10,58549.67,448880.77,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
202925,4,5,1305,4,7325,2015-03-02,1644.00,246.60,1890.60,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
202928,7,5,1306,4,8849,2015-03-02,687.20,103.08,790.28,0.00,2015-03-02,1,5,2015-03-02 09:00:00.0000000
