PurchaseOrderLineID,PurchaseOrderID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,LastEditedBy,LastEditedWhen
3389,881,98,1486,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1486,6,96.00,2014-06-18,1,3,2014-06-18 07:00:00.0000000
3390,882,184,91,Shipping carton (Brown) 305x305x305mm,91,7,47.50,2014-06-18,1,3,2014-06-18 07:00:00.0000000
3391,882,193,837,Black and orange glass with care despatch tape 48mmx75m,837,7,38.40,2014-06-18,1,3,2014-06-18 07:00:00.0000000
3392,882,204,1076,Tape dispenser (Red),1076,7,170.00,2014-06-18,1,3,2014-06-18 07:00:00.0000000
3393,883,77,1344,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1344,6,84.00,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3394,883,78,1426,"""The Gu"" red shirt XML tag t-shirt (White) XS",1426,6,84.00,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3395,883,80,607,"""The Gu"" red shirt XML tag t-shirt (White) M",607,6,84.00,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3396,883,86,1342,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1342,6,96.00,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3397,883,95,776,"""The Gu"" red shirt XML tag t-shirt (Black) XL",776,6,90.00,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3398,883,98,1489,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1489,6,96.00,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3399,884,184,88,Shipping carton (Brown) 305x305x305mm,88,7,47.50,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3400,884,193,852,Black and orange glass with care despatch tape 48mmx75m,852,7,38.40,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3401,884,204,1077,Tape dispenser (Red),1077,7,170.00,2014-06-19,1,8,2014-06-19 07:00:00.0000000
3402,885,77,1343,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1343,6,84.00,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3403,885,78,1442,"""The Gu"" red shirt XML tag t-shirt (White) XS",1442,6,84.00,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3404,885,80,603,"""The Gu"" red shirt XML tag t-shirt (White) M",603,6,84.00,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3405,885,86,1352,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1352,6,96.00,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3406,885,95,772,"""The Gu"" red shirt XML tag t-shirt (Black) XL",772,6,90.00,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3407,885,98,1488,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1488,6,96.00,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3408,886,184,85,Shipping carton (Brown) 305x305x305mm,85,7,47.50,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3409,886,193,859,Black and orange glass with care despatch tape 48mmx75m,859,7,38.40,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3410,886,204,1075,Tape dispenser (Red),1075,7,170.00,2014-06-20,1,9,2014-06-20 07:00:00.0000000
3411,887,77,1346,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1346,6,84.00,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3412,887,78,1449,"""The Gu"" red shirt XML tag t-shirt (White) XS",1449,6,84.00,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3413,887,80,599,"""The Gu"" red shirt XML tag t-shirt (White) M",599,6,84.00,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3414,887,86,1350,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1350,6,96.00,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3415,887,95,768,"""The Gu"" red shirt XML tag t-shirt (Black) XL",768,6,90.00,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3416,887,98,1493,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1493,6,96.00,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3417,888,184,88,Shipping carton (Brown) 305x305x305mm,88,7,47.50,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3418,888,193,857,Black and orange glass with care despatch tape 48mmx75m,857,7,38.40,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3419,888,204,1073,Tape dispenser (Red),1073,7,170.00,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3420,889,184,4,Shipping carton (Brown) 305x305x305mm,4,7,47.50,2014-06-23,1,9,2014-06-23 07:00:00.0000000
3421,890,77,1347,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1347,6,84.00,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3422,890,78,1456,"""The Gu"" red shirt XML tag t-shirt (White) XS",1456,6,84.00,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3423,890,80,593,"""The Gu"" red shirt XML tag t-shirt (White) M",593,6,84.00,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3424,890,86,1352,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1352,6,96.00,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3425,890,95,762,"""The Gu"" red shirt XML tag t-shirt (Black) XL",762,6,90.00,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3426,890,98,1510,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1510,6,96.00,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3427,891,184,95,Shipping carton (Brown) 305x305x305mm,95,7,47.50,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3428,891,193,858,Black and orange glass with care despatch tape 48mmx75m,858,7,38.40,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3429,891,204,1080,Tape dispenser (Red),1080,7,170.00,2014-06-24,1,11,2014-06-24 07:00:00.0000000
3430,892,77,1360,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1360,6,84.00,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3431,892,78,1464,"""The Gu"" red shirt XML tag t-shirt (White) XS",1464,6,84.00,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3432,892,80,589,"""The Gu"" red shirt XML tag t-shirt (White) M",589,6,84.00,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3433,892,86,1358,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1358,6,96.00,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3434,892,95,778,"""The Gu"" red shirt XML tag t-shirt (Black) XL",778,6,90.00,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3435,892,98,1512,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1512,6,96.00,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3436,893,184,93,Shipping carton (Brown) 305x305x305mm,93,7,47.50,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3437,893,193,862,Black and orange glass with care despatch tape 48mmx75m,862,7,38.40,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3438,893,204,1097,Tape dispenser (Red),1097,7,170.00,2014-06-25,1,16,2014-06-25 07:00:00.0000000
3439,894,77,1369,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1369,6,84.00,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3440,894,78,1466,"""The Gu"" red shirt XML tag t-shirt (White) XS",1466,6,84.00,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3441,894,80,585,"""The Gu"" red shirt XML tag t-shirt (White) M",585,6,84.00,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3442,894,86,1365,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1365,6,96.00,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3443,894,95,774,"""The Gu"" red shirt XML tag t-shirt (Black) XL",774,6,90.00,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3444,894,98,1518,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1518,6,96.00,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3445,895,184,112,Shipping carton (Brown) 305x305x305mm,112,7,47.50,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3446,895,193,860,Black and orange glass with care despatch tape 48mmx75m,860,7,38.40,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3447,895,204,1099,Tape dispenser (Red),1099,7,170.00,2014-06-26,1,6,2014-06-26 07:00:00.0000000
3448,896,77,1379,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1379,6,84.00,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3449,896,78,1469,"""The Gu"" red shirt XML tag t-shirt (White) XS",1469,6,84.00,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3450,896,80,597,"""The Gu"" red shirt XML tag t-shirt (White) M",597,6,84.00,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3451,896,86,1371,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1371,6,96.00,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3452,896,95,779,"""The Gu"" red shirt XML tag t-shirt (Black) XL",779,6,90.00,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3453,896,98,1524,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1524,6,96.00,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3454,897,184,117,Shipping carton (Brown) 305x305x305mm,117,7,47.50,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3455,897,193,858,Black and orange glass with care despatch tape 48mmx75m,858,7,38.40,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3456,897,204,1106,Tape dispenser (Red),1106,7,170.00,2014-06-27,1,11,2014-06-27 07:00:00.0000000
3457,898,77,1387,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1387,6,84.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3458,898,78,1486,"""The Gu"" red shirt XML tag t-shirt (White) XS",1486,6,84.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3459,898,80,607,"""The Gu"" red shirt XML tag t-shirt (White) M",607,6,84.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3460,898,86,1377,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1377,6,96.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3461,898,95,789,"""The Gu"" red shirt XML tag t-shirt (Black) XL",789,6,90.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3462,898,98,1522,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1522,6,96.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3463,899,184,114,Shipping carton (Brown) 305x305x305mm,114,7,47.50,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3464,899,193,863,Black and orange glass with care despatch tape 48mmx75m,863,7,38.40,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3465,899,204,1108,Tape dispenser (Red),1108,7,170.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3466,900,77,14,"""The Gu"" red shirt XML tag t-shirt (White) XXS",14,6,84.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3467,900,86,15,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",15,6,96.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3468,900,98,3,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3,6,96.00,2014-06-30,1,11,2014-06-30 07:00:00.0000000
3469,901,77,1400,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1400,6,84.00,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3470,901,78,1491,"""The Gu"" red shirt XML tag t-shirt (White) XS",1491,6,84.00,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3471,901,80,605,"""The Gu"" red shirt XML tag t-shirt (White) M",605,6,84.00,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3472,901,86,1396,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1396,6,96.00,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3473,901,95,783,"""The Gu"" red shirt XML tag t-shirt (Black) XL",783,6,90.00,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3474,901,98,1529,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1529,6,96.00,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3475,902,184,108,Shipping carton (Brown) 305x305x305mm,108,7,47.50,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3476,902,193,865,Black and orange glass with care despatch tape 48mmx75m,865,7,38.40,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3477,902,204,1104,Tape dispenser (Red),1104,7,170.00,2014-07-01,1,3,2014-07-01 07:00:00.0000000
3478,903,77,1406,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1406,6,84.00,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3479,903,78,1493,"""The Gu"" red shirt XML tag t-shirt (White) XS",1493,6,84.00,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3480,903,80,601,"""The Gu"" red shirt XML tag t-shirt (White) M",601,6,84.00,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3481,903,86,1394,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1394,6,96.00,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3482,903,95,779,"""The Gu"" red shirt XML tag t-shirt (Black) XL",779,6,90.00,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3483,903,98,1527,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1527,6,96.00,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3484,904,184,112,Shipping carton (Brown) 305x305x305mm,112,7,47.50,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3485,904,193,863,Black and orange glass with care despatch tape 48mmx75m,863,7,38.40,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3486,904,204,1102,Tape dispenser (Red),1102,7,170.00,2014-07-02,1,14,2014-07-02 07:00:00.0000000
3487,905,77,1420,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1420,6,84.00,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3488,905,78,1491,"""The Gu"" red shirt XML tag t-shirt (White) XS",1491,6,84.00,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3489,905,80,597,"""The Gu"" red shirt XML tag t-shirt (White) M",597,6,84.00,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3490,905,86,1402,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1402,6,96.00,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3491,905,95,782,"""The Gu"" red shirt XML tag t-shirt (Black) XL",782,6,90.00,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3492,905,98,1536,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1536,6,96.00,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3493,906,184,140,Shipping carton (Brown) 305x305x305mm,140,7,47.50,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3494,906,193,863,Black and orange glass with care despatch tape 48mmx75m,863,7,38.40,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3495,906,204,1103,Tape dispenser (Red),1103,7,170.00,2014-07-03,1,14,2014-07-03 07:00:00.0000000
3496,907,77,1425,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1425,6,84.00,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3497,907,78,1497,"""The Gu"" red shirt XML tag t-shirt (White) XS",1497,6,84.00,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3498,907,80,602,"""The Gu"" red shirt XML tag t-shirt (White) M",602,6,84.00,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3499,907,86,1400,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1400,6,96.00,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3500,907,95,787,"""The Gu"" red shirt XML tag t-shirt (Black) XL",787,6,90.00,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3501,907,98,1548,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1548,6,96.00,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3502,908,184,169,Shipping carton (Brown) 305x305x305mm,169,7,47.50,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3503,908,193,891,Black and orange glass with care despatch tape 48mmx75m,891,7,38.40,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3504,908,204,1115,Tape dispenser (Red),1115,7,170.00,2014-07-04,1,18,2014-07-04 07:00:00.0000000
3505,909,77,1445,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1445,6,84.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3506,909,78,1505,"""The Gu"" red shirt XML tag t-shirt (White) XS",1505,6,84.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3507,909,80,600,"""The Gu"" red shirt XML tag t-shirt (White) M",600,6,84.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3508,909,86,1415,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1415,6,96.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3509,909,95,785,"""The Gu"" red shirt XML tag t-shirt (Black) XL",785,6,90.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3510,909,98,1546,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1546,6,96.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3511,910,184,166,Shipping carton (Brown) 305x305x305mm,166,7,47.50,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3512,910,193,890,Black and orange glass with care despatch tape 48mmx75m,890,7,38.40,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3513,910,204,1126,Tape dispenser (Red),1126,7,170.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3514,911,80,15,"""The Gu"" red shirt XML tag t-shirt (White) M",15,6,84.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3515,911,86,6,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",6,6,96.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3516,911,95,1,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1,6,90.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3517,911,98,19,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",19,6,96.00,2014-07-07,1,9,2014-07-07 07:00:00.0000000
3518,912,77,1442,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1442,6,84.00,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3519,912,78,1506,"""The Gu"" red shirt XML tag t-shirt (White) XS",1506,6,84.00,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3520,912,80,613,"""The Gu"" red shirt XML tag t-shirt (White) M",613,6,84.00,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3521,912,86,1420,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1420,6,96.00,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3522,912,95,784,"""The Gu"" red shirt XML tag t-shirt (Black) XL",784,6,90.00,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3523,912,98,1566,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1566,6,96.00,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3524,913,184,171,Shipping carton (Brown) 305x305x305mm,171,7,47.50,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3525,913,193,898,Black and orange glass with care despatch tape 48mmx75m,898,7,38.40,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3526,913,204,1122,Tape dispenser (Red),1122,7,170.00,2014-07-08,1,11,2014-07-08 07:00:00.0000000
3527,914,77,1444,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1444,6,84.00,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3528,914,78,1515,"""The Gu"" red shirt XML tag t-shirt (White) XS",1515,6,84.00,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3529,914,80,620,"""The Gu"" red shirt XML tag t-shirt (White) M",620,6,84.00,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3530,914,86,1426,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1426,6,96.00,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3531,914,95,785,"""The Gu"" red shirt XML tag t-shirt (Black) XL",785,6,90.00,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3532,914,98,1564,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1564,6,96.00,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3533,915,184,168,Shipping carton (Brown) 305x305x305mm,168,7,47.50,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3534,915,193,906,Black and orange glass with care despatch tape 48mmx75m,906,7,38.40,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3535,915,204,1124,Tape dispenser (Red),1124,7,170.00,2014-07-09,1,17,2014-07-09 07:00:00.0000000
3536,916,77,1442,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1442,6,84.00,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3537,916,78,1514,"""The Gu"" red shirt XML tag t-shirt (White) XS",1514,6,84.00,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3538,916,80,616,"""The Gu"" red shirt XML tag t-shirt (White) M",616,6,84.00,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3539,916,86,1432,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1432,6,96.00,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3540,916,95,785,"""The Gu"" red shirt XML tag t-shirt (Black) XL",785,6,90.00,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3541,916,98,1571,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1571,6,96.00,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3542,917,184,170,Shipping carton (Brown) 305x305x305mm,170,7,47.50,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3543,917,193,914,Black and orange glass with care despatch tape 48mmx75m,914,7,38.40,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3544,917,204,1122,Tape dispenser (Red),1122,7,170.00,2014-07-10,1,19,2014-07-10 07:00:00.0000000
3545,918,77,1440,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1440,6,84.00,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3546,918,78,1520,"""The Gu"" red shirt XML tag t-shirt (White) XS",1520,6,84.00,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3547,918,80,620,"""The Gu"" red shirt XML tag t-shirt (White) M",620,6,84.00,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3548,918,86,1438,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1438,6,96.00,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3549,918,95,784,"""The Gu"" red shirt XML tag t-shirt (Black) XL",784,6,90.00,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3550,918,98,1571,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1571,6,96.00,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3551,919,184,167,Shipping carton (Brown) 305x305x305mm,167,7,47.50,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3552,919,193,912,Black and orange glass with care despatch tape 48mmx75m,912,7,38.40,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3553,919,204,1121,Tape dispenser (Red),1121,7,170.00,2014-07-11,1,12,2014-07-11 07:00:00.0000000
3554,920,77,1454,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1454,6,84.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3555,920,78,1524,"""The Gu"" red shirt XML tag t-shirt (White) XS",1524,6,84.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3556,920,80,616,"""The Gu"" red shirt XML tag t-shirt (White) M",616,6,84.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3557,920,86,1436,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1436,6,96.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3558,920,95,810,"""The Gu"" red shirt XML tag t-shirt (Black) XL",810,6,90.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3559,920,98,1569,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1569,6,96.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3560,921,184,168,Shipping carton (Brown) 305x305x305mm,168,7,47.50,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3561,921,193,924,Black and orange glass with care despatch tape 48mmx75m,924,7,38.40,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3562,921,204,1120,Tape dispenser (Red),1120,7,170.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3563,922,77,4,"""The Gu"" red shirt XML tag t-shirt (White) XXS",4,6,84.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3564,922,78,8,"""The Gu"" red shirt XML tag t-shirt (White) XS",8,6,84.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3565,922,80,7,"""The Gu"" red shirt XML tag t-shirt (White) M",7,6,84.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3566,922,95,6,"""The Gu"" red shirt XML tag t-shirt (Black) XL",6,6,90.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3567,922,98,15,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",15,6,96.00,2014-07-14,1,18,2014-07-14 07:00:00.0000000
3568,923,77,1471,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1471,6,84.00,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3569,923,78,1546,"""The Gu"" red shirt XML tag t-shirt (White) XS",1546,6,84.00,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3570,923,80,639,"""The Gu"" red shirt XML tag t-shirt (White) M",639,6,84.00,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3571,923,86,1433,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1433,6,96.00,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3572,923,95,815,"""The Gu"" red shirt XML tag t-shirt (Black) XL",815,6,90.00,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3573,923,98,1583,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1583,6,96.00,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3574,924,184,167,Shipping carton (Brown) 305x305x305mm,167,7,47.50,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3575,924,193,924,Black and orange glass with care despatch tape 48mmx75m,924,7,38.40,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3576,924,204,1128,Tape dispenser (Red),1128,7,170.00,2014-07-15,1,4,2014-07-15 07:00:00.0000000
3577,925,77,1479,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1479,6,84.00,2014-07-16,1,10,2014-07-16 07:00:00.0000000
3578,925,78,1544,"""The Gu"" red shirt XML tag t-shirt (White) XS",1544,6,84.00,2014-07-16,1,10,2014-07-16 07:00:00.0000000
3579,925,80,635,"""The Gu"" red shirt XML tag t-shirt (White) M",635,6,84.00,2014-07-16,1,10,2014-07-16 07:00:00.0000000
3580,925,86,1431,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1431,6,96.00,2014-07-16,1,10,2014-07-16 07:00:00.0000000
3581,925,95,829,"""The Gu"" red shirt XML tag t-shirt (Black) XL",829,6,90.00,2014-07-16,1,10,2014-07-16 07:00:00.0000000
3582,925,98,1602,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1602,6,96.00,2014-07-16,1,10,2014-07-16 07:00:00.0000000
3583,926,184,164,Shipping carton (Brown) 305x305x305mm,164,7,47.50,2014-07-16,1,10,2014-07-16 07:00:00.0000000
3584,926,193,922,Black and orange glass with care despatch tape 48mmx75m,922,7,38.40,2014-07-16,1,10,2014-07-16 07:00:00.0000000
